Age,Race,RaceBin,Spanish,Gender,GenderBin,ALResident,Education,EducationBin,Visitor,Beach,BeachBin,Turtleview,TurtleviewBin,Dolphinview,DolphinviewBin,Wildlifeview,WildlifeviewBin,Fishbeach,FishbeachBin,Fishjetty,FishjettyBin,Fishboat,FishboatBin,Boatmotor,BoatmotorBin,Boatsail,BoatsailBin,Angler,Policy,PolicyBin,Wildlife,WildlifeBin,Pamphlet,Sign,Magnet,Sticker,Bycatch,Lures,Hooks,Lights,Phone
64,,0,1,1,1,0,5,1,2,1,0,3,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,0,0.4666666667,0,0.6666666667,1,,1,1,,1,1,,,0
32,3,1,1,0,0,0,6,1,2,4,1,4,1,4,1,2,0,4,1,4,1,4,1,4,1,4,1,1,0.6,1,0.9333333333,1,1,1,1,1,1,1,1,,
35,,0,1,1,1,0,5,1,2,4,1,4,1,3,1,3,1,4,1,4,1,4,1,2,0,4,1,1,0.8666666667,1,0.8666666667,1,1,1,1,1,1,1,,,0
42,2,0,1,0,0,0,5,1,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,0.6666666667,1,0.7333333333,1,,1,1,1,1,1,1,1,0
59,3,1,0,1,1,0,5,1,3,3,1,2,0,2,0,2,0,3,1,2,0,4,1,4,1,2,0,0,0.8,1,0.9333333333,1,1,1,1,1,1,1,1,1,1
23,3,1,1,1,1,0,5,1,4,2,0,3,1,2,0,3,1,3,1,2,0,2,0,3,1,3,1,1,0.3333333333,0,0.2,0,,,,,,,,,
29,0,0,1,0,0,0,5,1,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,2,0,2,0,0,0.5333333333,1,0.4,0,1,1,,0,1,1,1,,1
31,3,1,1,1,1,0,5,1,5,3,1,3,1,3,1,3,1,3,1,3,1,4,1,4,1,4,1,1,0.4666666667,0,0.4,0,0,0,0,0,1,1,1,1,1
35,2,0,0,1,1,0,5,1,2,2,0,2,0,4,1,4,1,4,1,4,1,3,1,3,1,1,0,1,0.6,1,0.4,0,,,0,0,,1,1,1,1
38,0,0,0,0,0,0,6,1,4,4,1,4,1,4,1,3,1,2,0,2,0,2,0,3,1,3,1,1,0.6666666667,1,0.5333333333,0,,,,,1,1,1,1,1
25,3,1,1,0,0,0,1,0,3,2,0,2,0,2,0,2,0,1,0,2,0,2,0,4,1,4,1,1,0.2,0,0.1333333333,0,0,0,0,0,0,0,0,0,0
37,2,0,1,0,0,0,5,1,3,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,0.7333333333,1,0.4666666667,0,1,1,1,1,,,,,
33,3,1,1,0,0,0,3,0,1,3,1,4,1,2,0,3,1,2,0,2,0,4,1,2,0,3,1,1,0.5333333333,1,0.4666666667,0,0,,1,,1,,0,,
23,1,0,,1,1,1,4,1,4,3,1,3,1,3,1,2,0,2,0,2,0,3,1,2,0,2,0,0,0.8666666667,1,0.6,1,1,1,1,,,,,1,1
33,3,1,0,0,0,0,5,1,3,3,1,3,1,3,1,2,0,3,1,3,1,4,1,4,1,4,1,1,0.6666666667,1,0.8666666667,1,1,1,1,1,,1,0,1,0
34,,,,,,0,2,0,3,3,1,3,1,1,0,2,0,,,2,0,3,1,2,0,3,1,1,0.6,1,0.7333333333,1,,,,,,0,,0,
23,1,0,1,0,0,0,1,0,2,3,1,2,0,3,1,3,1,3,1,2,0,3,1,2,0,3,1,1,0.3333333333,0,0.2666666667,0,1,,1,,1,,1,1,
35,0,0,1,2,,0,2,0,2,4,1,1,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,0.4666666667,0,0.6,1,1,,1,1,0,0,0,1,0
23,3,1,0,0,0,0,5,1,1,4,1,3,1,3,1,3,1,2,0,2,0,2,0,3,1,3,1,0,0.7333333333,1,0.7333333333,1,1,1,1,1,1,1,1,,
35,1,0,0,0,0,0,5,1,2,3,1,4,1,4,1,3,1,2,0,2,0,3,1,3,1,3,1,0,0.8666666667,1,0.7333333333,1,1,1,1,1,0,0,0,1,0
23,2,0,1,1,1,0,3,0,2,3,1,2,0,3,1,3,1,2,0,3,1,2,0,2,0,3,1,1,0.4,0,0.2,0,1,,,,1,,1,1,
28,2,0,,,,1,4,1,2,4,1,4,1,4,1,3,1,2,0,3,1,2,0,2,0,2,0,0,1,1,1,1,1,1,,1,1,,0,1,1
36,1,0,1,1,1,0,3,0,4,4,1,3,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,0.2666666667,0,0.6,1,,,1,,,1,1,,1
32,3,1,1,0,0,0,5,1,5,4,1,3,1,4,1,3,1,4,1,3,1,4,1,3,1,4,1,0,0.4,0,1,1,1,1,0,1,0,0,0,1,1
36,3,1,,0,0,0,6,1,5,3,1,3,1,3,1,3,1,2,0,2,0,2,0,3,1,3,1,0,0.8,1,0.9333333333,1,,1,1,1,1,1,1,1,1
38,3,1,0,0,0,0,4,1,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,,0.5333333333,1,0.6666666667,1,,,,,,,,,
22,3,1,0,1,1,1,4,1,1,4,1,4,1,4,1,4,1,3,1,3,1,3,1,4,1,4,1,0,0.8,1,0.5333333333,0,0,1,1,1,,,,1,1
40,0,0,1,0,0,0,3,0,4,3,1,3,1,3,1,3,1,3,1,3,1,2,0,3,1,3,1,1,0.8,1,1,1,,1,1,,1,1,1,1,1
36,3,1,,0,0,0,4,1,1,1,0,2,0,,,3,1,4,1,3,1,2,0,1,0,2,0,0,0.5333333333,1,0.4,0,0,,1,,0,,1,,0
33,3,1,1,1,1,0,3,0,3,3,1,3,1,3,1,3,1,2,0,2,0,2,0,3,1,2,0,0,0.9333333333,1,1,1,1,1,1,1,1,1,1,1,1
25,3,1,1,0,0,0,5,1,3,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,0,0.8,1,0.6,1,1,1,1,1,1,1,1,1,1
30,1,0,1,0,0,0,5,1,3,4,1,2,0,3,1,3,1,2,0,4,1,3,1,3,1,2,0,1,0.4666666667,0,0.2666666667,0,0,,,0,0,,1,,1
36,3,1,1,1,1,1,4,1,2,4,1,4,1,4,1,3,1,2,0,2,0,2,0,2,0,2,0,0,0.8666666667,1,1,1,1,1,1,1,1,1,1,1,1
27,,,,,,1,5,1,3,2,0,3,1,3,1,2,0,1,0,1,0,3,1,3,1,3,1,1,0.8,1,0.7333333333,1,1,1,,,1,,1,1,1
23,3,1,,0,0,0,2,0,3,1,0,2,0,3,1,2,0,2,0,3,1,2,0,3,1,4,1,1,0.3333333333,0,0.2,0,0,,0,,0,,0,1,1
33,3,1,1,0,0,0,3,0,3,2,0,3,1,4,1,3,1,2,0,2,0,3,1,3,1,2,0,0,0.06666666667,0,0.2666666667,0,0,,,1,0,0,,1,1
21,3,1,1,1,1,0,2,0,2,3,1,3,1,3,1,2,0,3,1,3,1,3,1,3,1,3,1,1,0.6666666667,1,0.8666666667,1,1,1,1,1,,,1,,1
41,0,0,1,0,0,0,3,0,1,4,1,3,1,4,1,4,1,3,1,3,1,3,1,4,1,4,1,1,0.7333333333,1,0.5333333333,0,1,1,1,,0,1,1,1,0
43,3,1,0,0,0,0,5,1,1,4,1,4,1,4,1,4,1,4,1,3,1,3,1,3,1,3,1,0,0.8,1,0.6666666667,1,1,1,1,1,1,1,1,1,1
45,3,1,1,0,0,0,4,1,2,3,1,2,0,3,1,4,1,3,1,3,1,4,1,4,1,4,1,1,0.6,1,0.6666666667,1,1,,1,1,1,,1,1,
26,3,1,1,0,0,0,3,0,3,1,0,2,0,3,1,4,1,3,1,3,1,2,0,2,0,3,1,1,0.2,0,0.1333333333,0,0,,,0,0,0,,0,0
25,,,0,0,0,0,3,0,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,0.8,1,0.8666666667,1,1,1,1,1,1,1,1,1,1
23,2,0,0,0,0,1,4,1,2,4,1,4,1,4,1,3,1,2,0,2,0,2,0,3,1,3,1,0,0.6,1,0.5333333333,0,,1,1,,,1,,1,
29,3,1,0,0,0,0,5,1,5,3,1,3,1,3,1,3,1,2,0,2,0,2,0,3,1,2,0,0,0.8,1,1,1,,1,1,,1,1,1,1,1
48,0,0,1,0,0,1,3,0,2,4,1,4,1,4,1,4,1,3,1,2,0,1,0,1,0,1,0,1,0.4666666667,0,0.4666666667,0,1,,1,1,0,,1,,1
24,0,0,0,1,1,1,4,1,2,3,1,3,1,3,1,3,1,2,0,2,0,2,0,3,1,3,1,0,0.4,0,0.7333333333,1,1,,1,,,,,,
40,3,1,1,0,0,1,3,0,2,4,1,4,1,4,1,4,1,3,1,3,1,2,0,2,0,2,0,1,0.7333333333,1,0.7333333333,1,,,,,1,1,1,1,1
43,3,1,1,1,1,0,3,0,3,3,1,3,1,3,1,3,1,3,1,3,1,2,0,3,1,2,0,1,0.8666666667,1,1,1,1,1,1,1,1,1,1,1,1
37,0,0,0,0,0,0,3,0,4,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,0,0.6666666667,1,0.2666666667,0,1,1,1,1,,,,,
41,0,0,1,0,0,1,4,1,1,3,1,3,1,2,0,3,1,4,1,4,1,3,1,3,1,2,0,1,0.9333333333,1,0.7333333333,1,1,1,1,1,0,0,0,1,0
23,3,1,0,0,0,0,5,1,3,4,1,4,1,4,1,4,1,2,0,2,0,2,0,3,1,3,1,0,0.8666666667,1,1,1,1,1,1,1,,1,1,1,1
27,3,1,0,1,1,0,5,1,3,4,1,4,1,4,1,4,1,2,0,2,0,2,0,3,1,3,1,0,0.6666666667,1,0.6,1,1,1,,1,,,,1,1
20,3,1,0,1,1,0,2,0,2,3,1,3,1,3,1,3,1,2,0,2,0,2,0,3,1,2,0,0,0.8666666667,1,0.8,1,,1,1,1,1,1,1,1,1
25,3,1,0,0,0,0,3,0,5,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1
41,3,1,0,0,0,0,3,0,2,3,1,3,1,3,1,3,1,2,0,2,0,2,0,3,1,3,1,0,0.8666666667,1,1,1,,1,,1,1,1,1,1,1
26,0,0,0,1,1,1,5,1,3,4,1,4,1,3,1,2,0,2,0,2,0,2,0,3,1,3,1,0,0.5333333333,1,0.6666666667,1,1,,1,1,1,1,,,1
28,3,1,0,0,0,0,5,1,3,3,1,4,1,4,1,3,1,1,0,1,0,1,0,3,1,2,0,0,0.6,1,0.3333333333,0,1,1,1,,,1,1,1,
22,0,0,0,1,1,1,4,1,3,4,1,4,1,3,1,3,1,2,0,2,0,2,0,2,0,3,1,0,0.5333333333,1,0.6666666667,1,1,,,,1,,,1,1
52,3,1,1,0,0,0,1,0,1,4,1,4,1,4,1,4,1,4,1,4,1,2,0,2,0,2,0,1,0.8,1,0.7333333333,1,1,1,,,1,1,1,1,1
35,0,0,1,0,0,0,3,0,2,4,1,4,1,4,1,4,1,3,1,3,1,2,0,2,0,2,0,1,0.8,1,0.6666666667,1,1,1,0,1,,,,,
48,3,1,1,0,0,0,3,0,2,4,1,4,1,4,1,4,1,4,1,4,1,3,1,3,1,3,1,1,0.8666666667,1,0.6,1,1,1,1,1,1,1,1,1,1
38,2,0,1,0,0,0,6,1,3,3,1,3,1,4,1,3,1,2,0,2,0,2,0,3,1,3,1,0,0.8666666667,1,0.8,1,1,1,1,1,,,0,1,1
33,3,1,1,1,1,0,4,1,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,0.8,1,0.6666666667,1,1,1,1,1,1,1,1,1,1
40,2,0,,0,0,0,5,1,5,4,1,4,1,4,1,3,1,2,0,2,0,1,0,2,0,3,1,0,0.6,1,0.5333333333,0,1,1,1,1,1,1,1,1,1
69,3,1,0,1,1,0,5,1,2,3,1,3,1,3,1,3,1,2,0,2,0,2,0,3,1,3,1,0,0.8666666667,1,1,1,,1,1,1,1,1,1,,1
40,0,0,0,0,0,0,3,0,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,0.8666666667,1,1,1,,,1,1,1,1,1,1,1
65,3,1,1,0,0,0,2,0,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,0.8666666667,1,1,1,,1,,1,1,1,1,,
30,0,0,0,0,0,0,3,0,4,3,1,3,1,3,1,3,1,2,0,2,0,2,0,3,1,2,0,0,0.8666666667,1,1,1,1,1,1,1,1,1,1,1,1
37,3,1,0,0,0,0,4,1,5,3,1,3,1,3,1,3,1,2,0,2,0,2,0,3,1,2,0,0,0.8666666667,1,1,1,1,1,1,1,1,1,1,1,1
32,2,0,1,0,0,0,2,0,4,3,1,3,1,3,1,4,1,2,0,2,0,2,0,3,1,3,1,0,0.8,1,0.4666666667,0,,,0,0,1,,,0,1
23,2,0,1,0,0,0,4,1,4,4,1,3,1,3,1,3,1,1,0,4,1,3,1,2,0,3,1,1,0.4,0,0.2666666667,0,1,0,0,1,1,0,0,0,0
45,3,1,,0,0,0,4,1,5,2,0,3,1,1,0,1,0,1,0,4,1,2,0,3,1,3,1,1,0.06666666667,0,0.4666666667,0,,1,0,1,0,0,,0,1
23,,,,0,0,0,2,0,2,1,0,3,1,1,0,4,1,1,0,2,0,1,0,4,1,1,0,1,0.3333333333,0,0.3333333333,0,0,1,0,1,0,0,0,,0
23,2,0,,,,0,2,0,2,2,0,1,0,4,1,1,0,3,1,3,1,2,0,1,0,2,0,1,0.1333333333,0,0.2,0,0,,,,0,,0,1,
45,3,1,,,,0,2,0,4,3,1,1,0,4,1,3,1,3,1,2,0,3,1,1,0,2,0,1,0.2,0,0.4666666667,0,1,0,1,1,1,0,1,,1
23,0,0,,,,0,3,0,3,4,1,3,1,1,0,1,0,4,1,3,1,2,0,3,1,4,1,1,0.4,0,0.3333333333,0,1,1,1,1,0,,,,1
23,2,0,,1,1,0,6,1,2,4,1,1,0,3,1,1,0,4,1,4,1,3,1,4,1,1,0,1,0.3333333333,0,0.3333333333,0,0,,1,0,1,1,0,1,0
45,3,1,,,,0,2,0,4,1,0,1,0,1,0,4,1,2,0,2,0,1,0,2,0,2,0,1,0.4666666667,0,0.6666666667,1,0,0,0,0,0,,0,0,0
45,2,0,,,,0,3,0,1,3,1,4,1,1,0,1,0,1,0,4,1,2,0,1,0,2,0,1,0.2,0,0.2,0,,1,1,0,1,0,1,1,1
23,2,0,,0,0,0,4,1,1,1,0,3,1,4,1,3,1,2,0,2,0,1,0,3,1,2,0,1,0.2,0,0.7333333333,1,,,1,1,1,0,0,,
23,2,0,,1,1,0,5,1,2,4,1,1,0,4,1,4,1,3,1,1,0,2,0,2,0,3,1,1,0.3333333333,0,0.2666666667,0,0,,1,,0,1,0,,0
45,3,1,,0,0,0,6,1,4,4,1,1,0,2,0,2,0,1,0,2,0,2,0,1,0,4,1,1,0.4,0,0.2666666667,0,1,1,1,1,1,0,,1,
23,0,0,,1,1,0,5,1,3,4,1,3,1,4,1,1,0,2,0,1,0,1,0,2,0,1,0,1,0.2666666667,0,0.4,0,1,,0,1,0,1,1,,1
45,2,0,,0,0,0,4,1,1,1,0,2,0,4,1,1,0,2,0,4,1,2,0,1,0,1,0,1,0.3333333333,0,0.4,0,0,1,,1,1,0,,0,1
45,3,1,,0,0,0,6,1,4,4,1,3,1,3,1,3,1,2,0,3,1,4,1,4,1,3,1,1,0.3333333333,0,0.4,0,1,1,,0,1,,1,,
45,,,,,,0,4,1,4,4,1,2,0,4,1,2,0,1,0,1,0,4,1,1,0,1,0,1,0.3333333333,0,0.3333333333,0,1,1,,0,0,,1,0,1
45,,,,1,1,0,6,1,4,4,1,4,1,1,0,3,1,1,0,1,0,3,1,2,0,2,0,1,0.2,0,0.5333333333,0,1,,0,1,1,,,0,0
45,3,1,,1,1,0,1,0,4,2,0,2,0,4,1,1,0,2,0,4,1,1,0,2,0,3,1,1,0.2,0,0.2666666667,0,0,1,0,,0,,0,1,0
45,0,0,,1,1,0,4,1,4,2,0,1,0,3,1,1,0,3,1,1,0,3,1,3,1,1,0,1,0.2,0,0.4,0,1,0,1,1,0,1,1,0,0
45,3,1,,,,0,1,0,2,3,1,3,1,1,0,2,0,2,0,4,1,2,0,1,0,3,1,1,0.4,0,0.7333333333,1,,,0,0,1,1,,0,
45,,,,0,0,0,6,1,2,2,0,3,1,1,0,4,1,3,1,1,0,2,0,3,1,3,1,1,0.3333333333,0,0.4,0,,0,0,0,,0,,1,1
45,0,0,,1,1,0,5,1,4,1,0,3,1,2,0,1,0,3,1,4,1,3,1,3,1,3,1,1,0.4,0,0.6,1,0,1,1,0,0,1,1,0,
45,2,0,,,,0,4,1,2,3,1,2,0,3,1,4,1,1,0,1,0,2,0,3,1,2,0,1,0.3333333333,0,0.8,1,0,1,,0,,1,0,0,1
23,0,0,,,,0,4,1,4,3,1,4,1,3,1,4,1,4,1,3,1,2,0,4,1,1,0,1,0.2666666667,0,0.2666666667,0,0,0,0,,0,1,1,0,0
45,3,1,,0,0,0,3,0,2,2,0,2,0,4,1,3,1,2,0,3,1,4,1,4,1,2,0,1,0.2666666667,0,0.6666666667,1,1,1,1,0,,,,1,1
45,1,0,,1,1,0,6,1,1,3,1,3,1,3,1,1,0,3,1,4,1,4,1,4,1,2,0,1,0.2666666667,0,0.2,0,0,0,1,0,1,,,,
23,1,0,,,,0,5,1,1,1,0,2,0,4,1,4,1,2,0,4,1,3,1,1,0,3,1,1,0.5333333333,1,0.2666666667,0,0,0,0,1,0,,1,0,0
45,2,0,,1,1,0,2,0,1,3,1,3,1,4,1,1,0,4,1,2,0,1,0,1,0,4,1,1,0.3333333333,0,0.7333333333,1,1,,1,1,0,0,1,1,0
45,1,0,,1,1,0,2,0,2,1,0,3,1,3,1,3,1,3,1,3,1,4,1,1,0,3,1,1,0.2666666667,0,0.6,1,1,0,,,1,1,0,1,
45,,,,,,0,5,1,1,2,0,1,0,3,1,1,0,2,0,1,0,4,1,2,0,1,0,1,0.2666666667,0,0.4,0,1,1,,0,1,0,0,1,1
45,3,1,,0,0,0,2,0,2,2,0,4,1,1,0,1,0,3,1,2,0,3,1,1,0,1,0,1,0.2666666667,0,0.7333333333,1,1,1,1,,0,1,1,1,0
45,,,,,,0,5,1,4,2,0,2,0,4,1,1,0,3,1,3,1,3,1,2,0,4,1,1,0.2,0,0.2,0,1,,1,0,0,0,,,0
23,0,0,,1,1,0,6,1,3,3,1,4,1,1,0,3,1,1,0,4,1,2,0,1,0,1,0,1,0.1333333333,0,0.2,0,1,,,1,1,1,1,0,0
45,2,0,,,,0,3,0,3,1,0,4,1,2,0,2,0,2,0,1,0,2,0,1,0,2,0,1,0.3333333333,0,0.7333333333,1,1,1,,0,1,0,1,,0
23,,,,,,0,6,1,5,3,1,4,1,4,1,3,1,1,0,1,0,4,1,1,0,2,0,1,0.3333333333,0,0.7333333333,1,0,1,1,0,0,1,0,0,1
45,0,0,,1,1,0,4,1,2,3,1,4,1,2,0,3,1,4,1,3,1,4,1,3,1,4,1,1,0.2666666667,0,0.4,0,1,0,1,0,,0,0,0,0
23,1,0,,,,0,1,0,5,3,1,2,0,4,1,3,1,3,1,2,0,2,0,4,1,3,1,1,0.4666666667,0,0.2,0,0,1,0,1,1,0,0,0,0
23,0,0,,0,0,1,4,1,5,2,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0.3333333333,0,0.3333333333,0,1,,0,,,1,1,,1
45,1,0,,,,0,3,0,3,2,0,4,1,4,1,3,1,2,0,1,0,3,1,1,0,4,1,1,0.3333333333,0,0.2666666667,0,1,1,0,,1,,0,,0
45,,,,0,0,0,5,1,1,1,0,4,1,4,1,2,0,1,0,4,1,2,0,1,0,1,0,1,0.4,0,0.4666666667,0,0,0,,1,0,1,0,1,1
23,2,0,,1,1,0,1,0,1,1,0,4,1,3,1,2,0,2,0,1,0,4,1,4,1,3,1,1,0.3333333333,0,0.6666666667,1,0,1,0,1,1,1,1,0,0
23,3,1,,,,0,4,1,4,3,1,3,1,1,0,2,0,4,1,2,0,4,1,3,1,2,0,1,0.4666666667,0,0.6,1,0,1,1,1,1,0,1,0,0
45,3,1,,1,1,0,3,0,4,1,0,2,0,2,0,2,0,1,0,4,1,1,0,1,0,4,1,1,0.3333333333,0,0.2666666667,0,,0,1,0,1,0,,0,0
45,3,1,,,,0,6,1,2,2,0,4,1,2,0,4,1,3,1,2,0,2,0,1,0,2,0,1,0.4666666667,0,0.3333333333,0,0,1,1,1,1,,0,0,0
23,0,0,,0,0,0,3,0,1,1,0,1,0,1,0,4,1,1,0,3,1,2,0,1,0,3,1,1,0.4,0,0.2,0,0,1,1,1,1,,0,0,1
45,3,1,,0,0,0,6,1,4,3,1,3,1,4,1,3,1,2,0,1,0,2,0,3,1,4,1,1,0.1333333333,0,0.6666666667,1,0,,1,1,0,0,1,,
23,0,0,,1,1,0,2,0,2,4,1,3,1,1,0,4,1,4,1,2,0,3,1,2,0,4,1,1,0.3333333333,0,0.2666666667,0,1,0,0,,1,0,1,1,1
45,1,0,,0,0,0,5,1,2,1,0,2,0,4,1,4,1,3,1,3,1,3,1,2,0,1,0,1,0.2666666667,0,0.2666666667,0,0,1,1,1,0,0,1,0,1
45,1,0,,,,0,6,1,5,3,1,2,0,2,0,2,0,2,0,3,1,3,1,2,0,2,0,1,0.3333333333,0,0.2666666667,0,1,1,0,1,1,1,,1,0
45,3,1,,,,1,1,0,1,3,1,4,1,1,0,3,1,2,0,3,1,4,1,4,1,3,1,1,0.4666666667,0,0.4,0,0,,1,0,1,0,0,0,0
45,0,0,,1,1,0,2,0,4,1,0,2,0,3,1,3,1,2,0,4,1,3,1,3,1,3,1,1,0.2666666667,0,0.4,0,0,0,0,1,0,0,,,1
30,2,0,0,1,1,0,3,0,2,3,1,3,1,3,1,2,0,2,0,2,0,3,1,3,1,3,1,1,0.2,0,0.6666666667,1,,,,,,,,,
44,0,0,1,0,0,1,5,1,1,3,1,4,1,4,1,4,1,3,1,3,1,2,0,2,0,2,0,1,0.6,1,0.3333333333,0,1,1,0,,0,0,0,1,0
38,2,0,0,0,0,0,2,0,4,4,1,4,1,4,1,4,1,2,0,2,0,1,0,1,0,1,0,0,0.7333333333,1,0.6666666667,1,1,1,,1,1,1,,1,1
40,0,0,1,0,0,1,5,1,1,4,1,4,1,4,1,4,1,3,1,3,1,2,0,1,0,1,0,1,0.5333333333,1,0.4,0,1,1,1,1,0,1,0,,
33,2,0,0,0,0,0,2,0,5,3,1,3,1,4,1,3,1,2,0,2,0,2,0,2,0,2,0,0,0.9333333333,1,0.6666666667,1,1,1,,,1,1,,1,1
30,0,0,1,0,0,1,6,1,1,4,1,4,1,4,1,4,1,2,0,2,0,2,0,2,0,2,0,0,0.4666666667,0,0.5333333333,0,1,1,1,,0,1,0,1,
30,0,0,1,0,0,0,6,1,1,4,1,4,1,4,1,4,1,1,0,1,0,1,0,3,1,3,1,0,0.5333333333,1,0.4666666667,0,1,1,1,1,1,0,0,,
43,2,0,0,0,0,0,2,0,3,4,1,4,1,4,1,4,1,3,1,3,1,3,1,3,1,3,1,1,1,1,0.6666666667,1,1,1,0,,1,,,1,1
34,,0,0,1,1,1,6,1,1,4,1,2,0,2,0,3,1,2,0,2,0,2,0,2,0,2,0,0,0.6666666667,1,0.4,0,1,1,1,1,1,1,1,1,1
29,2,0,,1,1,0,2,0,3,4,1,4,1,4,1,3,1,3,1,2,0,2,0,3,1,3,1,1,0.1333333333,0,0.4666666667,0,1,1,1,,1,,,1,1
34,2,0,,1,1,0,3,0,4,2,0,4,1,4,1,3,1,2,0,2,0,3,1,1,0,1,0,0,0.2,0,0.2,0,1,1,,0,,,1,1,
28,2,0,0,1,1,0,3,0,2,2,0,2,0,3,1,3,1,2,0,2,0,2,0,2,0,2,0,0,0.06666666667,0,0.4,0,1,1,1,,1,,,,
59,3,1,0,1,1,1,5,1,1,4,1,4,1,4,1,4,1,2,0,2,0,2,0,2,0,2,0,0,0.5333333333,1,0.8666666667,1,1,,1,1,1,1,1,1,1
30,2,0,0,1,1,1,3,0,2,3,1,3,1,3,1,3,1,2,0,2,0,2,0,2,0,2,0,0,0.2,0,0.4666666667,0,1,1,1,,,1,1,,0
61,0,0,1,0,0,0,4,1,1,4,1,4,1,4,1,4,1,2,0,2,0,2,0,2,0,2,0,0,0.4,0,0.5333333333,0,1,1,1,1,0,1,,1,1
33,0,0,0,0,0,0,4,1,4,4,1,4,1,4,1,4,1,1,0,1,0,2,0,2,0,2,0,0,0.9333333333,1,0.6666666667,1,1,1,0,,1,,1,1,1
40,0,0,0,0,0,0,3,0,5,4,1,4,1,4,1,4,1,3,1,3,1,2,0,2,0,2,0,0,0.8,1,0.6,1,,1,,,1,,1,1,1
32,0,0,1,0,0,1,6,1,1,3,1,4,1,4,1,4,1,2,0,2,0,2,0,3,1,3,1,0,0.6,1,0.4,0,1,1,0,,1,1,0,,
43,0,0,1,0,0,0,3,0,4,4,1,4,1,4,1,4,1,3,1,3,1,3,1,2,0,2,0,1,0.7333333333,1,0.6,1,1,1,1,1,1,,0,,
46,0,0,1,0,0,0,5,1,4,4,1,4,1,4,1,3,1,3,1,3,1,3,1,2,0,2,0,1,0.6,1,0.4666666667,0,1,1,1,1,1,1,0,1,
29,3,1,1,0,0,0,5,1,4,3,1,2,0,2,0,3,1,3,1,3,1,2,0,3,1,3,1,1,0.4,0,0.3333333333,0,0,,1,,0,,0,1,1
28,0,0,1,1,1,1,2,0,3,3,1,3,1,4,1,3,1,2,0,3,1,2,0,3,1,3,1,1,0.3333333333,0,0.3333333333,0,1,0,,1,0,,1,,0
23,3,1,0,1,1,0,5,1,4,4,1,3,1,4,1,4,1,2,0,2,0,2,0,3,1,2,0,0,0.8,1,1,1,1,1,1,1,1,1,1,1,1
35,3,1,1,0,0,1,5,1,4,4,1,4,1,3,1,3,1,4,1,4,1,4,1,3,1,3,1,1,0.6666666667,1,0.6666666667,1,1,1,1,1,1,1,1,1,1
35,3,1,0,0,0,1,4,1,3,4,1,3,1,4,1,3,1,3,1,3,1,4,1,4,1,4,1,1,0.7333333333,1,0.6,1,1,1,1,1,,1,,1,1
34,3,1,0,1,1,1,5,1,4,4,1,4,1,4,1,3,1,4,1,3,1,2,0,2,0,3,1,0,0.5333333333,1,0.6,1,1,1,1,1,,,,,1
23,1,0,0,1,1,1,5,1,1,3,1,3,1,3,1,4,1,2,0,2,0,2,0,2,0,2,0,0,0.8,1,0.9333333333,1,1,1,1,1,1,1,1,1,1
33,3,1,0,0,0,0,5,1,3,3,1,3,1,3,1,3,1,3,1,4,1,4,1,3,1,3,1,1,,0,0,0,,,,,,,,,
33,3,1,1,0,0,0,3,0,1,3,1,4,1,4,1,3,1,3,1,3,1,3,1,4,1,4,1,0,0.8,1,0.6,1,,,,,,,,,
24,3,1,0,1,1,0,5,1,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,,0,0,0,,,,,,,,,
37,3,1,1,0,0,1,6,1,1,4,1,4,1,4,1,4,1,2,0,2,0,2,0,3,1,3,1,0,0.4666666667,0,0,0,,,,,,,,,
32,3,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
25,3,1,1,2,,0,2,0,2,2,0,3,1,3,1,2,0,3,1,2,0,3,1,2,0,3,1,0,,0,0,0,,,,,,,,,
37,0,0,1,0,0,0,5,1,3,3,1,2,0,2,0,2,0,3,1,3,1,3,1,3,1,3,1,1,0.7333333333,1,0.1333333333,0,,,,,,,,,
27,3,1,1,0,0,0,4,1,3,2,0,4,1,3,1,3,1,2,0,3,1,2,0,4,1,4,1,1,0.2666666667,0,0.2,0,,,,,,,,,
30,3,1,1,0,0,0,5,1,3,4,1,3,1,2,0,3,1,2,0,4,1,3,1,3,1,2,0,1,0.3333333333,0,0.3333333333,0,,,,,,,,,
